DR3Name;RAdeg;DEdeg;SolID;Source;RandomI;e_RAdeg;e_DEdeg;Plx;e_Plx;RPlx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RADEcor;RAPlxcor;RApmRAcor;RApmDEcor;DEPlxcor;DEpmRAcor;DEpmDEcor;PlxpmRAcor;PlxpmDEcor;pmRApmDEcor;NAL;NAC;NgAL;NbAL;gofAL;chi2AL;epsi;sepsi;Solved;APF;nueff;pscol;e_pscol;RApscolCorr;DEpscolCorr;PlxpscolCorr;pmRApscolCorr;pmDEpscolCorr;MatchObsA;Nper;amax;MatchObs;NewMatchObs;MatchObsrm;IPDgofha;IPDgofhp;IPDfmp;IPDfow;RUWE;SDSk1;SDSk2;SDSk3;SDSk4;SDMk1;SDMk2;SDMk3;SDMk4;Dup;o_Gmag;FG;e_FG;RFG;Gmag;e_Gmag;o_BPmag;FBP;e_FBP;RFBP;BPmag;e_BPmag;o_RPmag;FRP;e_FRP;RFRP;RPmag;e_RPmag;E(BP/RP);NBPcont;NBPblend;NRPcont;NRPblend;Mode;BP-RP;BP-G;G-RP;RV;e_RV;n_RV;o_RV;o_RVd;RVNper;RVS/N;RVgof;RVchi2;RVTdur;RVamp;RVtempTeff;RVtemplogg;RVtemp[Fe/H];Vatmparam;Vbroad;e_Vbroad;o_Vbroad;GRVSmag;e_GRVSmag;o_GRVSmag;RVSS/N;VarFlag;GLON;GLAT;ELON;ELAT;QSO?;Gal?;NSS?;XPcont?;XPsamp?;RVS?;EpochPh?;EpochRV?;MCMCGSP?;MCMCMSC?;And?;PQSO;PGal;PSS;Teff;b_Teff;B_Teff;logg;b_logg;B_logg;[Fe/H];b_[Fe/H];B_[Fe/H];Dist;b_Dist;B_Dist;A0;b_A0;B_A0;AG;b_AG;B_AG;E(BP-RP);b_E(BP-RP);B_E(BP-RP);Lib;HIP;dHIP;nHIP;f_HIP;PS1coid;PS1;dPS1;nPS1;mPS1;f_PS1;SDSS13coid;SDSS13;dSDSS13;nSDSS13;mSDSS13;f_SDSS13;SKYM2;dSKYM2;nSKYM2;mSKYM2;f_SKYM2;TYC2;dTYC2;f_TYC2;TYC2moid;nTYC2;URAT1;dURAT1;f_URAT1;URAT1oid;nURAT1;mURAT1;AllWISE;dAllWISE;f_AllWISE;AllWISEoid;nAllWISE;mAllWISE;APASS9coid;APASS9;dAPASS9;nAPASS9;mAPASS9;f_APASS9;GSC23;dGSC23;f_GSC23;GSC23coid;nGSC23;mGSC23;RAVE5;dRAVE5;f_RAVE5;RAVE5coid;nRAVE5;2MASS;d2MASS;f_2MASS;2MASScoid;n2MASS;m2MASS;RAVE6;dRAVE6;f_RAVE6;RAVE6oid;nRAVE6;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;RADEcorJ2000
Gaia DR3 604896566835438464;132.90699758068;11.61770226187;1636148068921376768;604896566835438464;1090170332;0.0318;0.0172;1.3773;0.0375;36.6876;11.313;-11.125;0.041;-2.056;0.033;-0.3219;-0.0630;0.0941;0.0665;0.0600;0.0276;0.0558;0.1787;-0.0799;-0.3043;400;400;387;13;28.4809;3.3849e+03;0.256;8.6839e+01;31;0;1.621;;;;;;;;46;17;0.060344;49;7;0;6.722e-02;1.295e+01;0;0;2.190;;;;;;;;;0;411;243594.13329;5.20564e+01;4.67943e+03;12.220700;0.002765;49;1.46627e+05;5.72457e+01;2.56137e+03;12.423004;0.002822;48;1.39916e+05;5.87334e+01;2.38223e+03;11.883225;0.003807;1.176;0;1;0;0;0;0.539779;0.202304;0.337475;34.95;4.25;1;24;9;12;2.6718e+01;4.8285e+00;0.000002;870.777;81.35;6750.0;4.0;0.00;222;;;;11.733835;0.021010;15;2.700934e+01;NOT_AVAILABLE;215.93057959110;31.89267031783;132.08749722034;-5.77507648530;0;0;3;1;1;1;0;0;1;1;0;0.000000;0.000000;0.999389;6754.4;6746.8;6763.3;4.1165;4.1021;4.1316;-0.3214;-0.3251;-0.3178;701.5457;688.0757;714.4373;0.0278;0.0239;0.0321;0.0244;0.0210;0.0282;0.0131;0.0112;0.0152;PHOENIX;;;;;1221037340;121941329071161818;0.085690;1;0;8;170481511;1237671262272291157;0.093240;1;0;8;;;;;;814-1618-1;0.261872;8;1545934;1;URAT1-509150527;0.053705;40;63833231;1;0;J085137.68+113703.7;0.037185;8;453699901;1;0;38428044;5188419;1.225440;1;0;8;N8X7000937;0.266188;8;619585263;1;0;;;;;;08513769+1137037;0.050810;8;328141545;1;0;;;;;;132.90704805893;11.61771140152;0.652712;0.529508;-0.3104
Gaia DR3 604905019331022080;132.99374956559;11.78141608952;1636148068921376768;604905019331022080;1524114911;0.0139;0.0070;1.4260;0.0172;82.8775;18.538;-17.002;0.018;7.390;0.012;-0.2264;-0.1826;-0.1414;0.1861;0.1056;0.1291;-0.1398;0.3384;-0.3723;-0.1229;406;406;406;0;-0.0043;6.5003e+02;0.062;5.4259e+00;31;1;1.563;;;;;;;;46;18;0.025449;49;9;0;5.432e-02;1.015e+01;0;0;0.999;;;;;;;;;0;420;226506.64194;3.95252e+01;5.73069e+03;12.299664;0.002762;45;1.23171e+05;4.62534e+01;2.66295e+03;12.612275;0.002820;42;1.48030e+05;4.24655e+01;3.48588e+03;11.822024;0.003792;1.197;0;0;0;0;0;0.790251;0.312611;0.477640;39.02;0.85;1;22;4;10;2.9063e+01;-8.4311e-01;0.679833;851.525;13.30;5750.0;3.0;-0.50;111;;;;11.634212;0.020695;18;2.846313e+01;NOT_AVAILABLE;215.79744144146;32.03848179763;132.12482783863;-5.59441449205;0;0;0;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999848;;;;;;;;;;;;;;;;;;;;;;;;;;;1224904512;122131329938738195;0.081417;1;0;8;171689200;1237671262272356451;0.106286;1;0;8;;;;;;;;;;;URAT1-509150645;0.057236;40;64371684;1;0;J085158.50+114653.0;0.049813;8;454656411;1;0;38498787;5188525;0.118216;1;0;8;N8X7000791;0.234457;8;620664565;1;0;;;;;;08515852+1146529;0.042464;8;328620929;1;0;;;;;;132.99382675466;11.78138324399;0.287094;0.192217;-0.1352
Gaia DR3 604912647193030016;132.65051057203;11.72168111046;1636148068921376768;604912647193030016;380457976;0.0135;0.0074;1.1994;0.0157;76.3611;11.438;-11.141;0.017;-2.589;0.013;-0.2687;-0.0379;-0.1895;0.0893;0.1212;0.0996;-0.1105;0.1557;0.0165;-0.3301;365;365;361;4;0.3390;5.4374e+02;0.060;5.1569e+00;31;0;1.494;;;;;;;;42;17;0.025723;44;9;0;5.655e-02;1.541e+01;0;0;1.012;;;;;;;;;0;375;189850.97358;3.27971e+01;5.78865e+03;12.491335;0.002762;41;8.97145e+04;4.02415e+01;2.22940e+03;12.956386;0.002832;41;1.41880e+05;6.28856e+01;2.25616e+03;11.868093;0.003810;1.220;0;0;0;0;0;1.088292;0.465051;0.623241;33.68;0.58;1;19;1;14;2.7470e+01;-1.0846e+00;0.806524;902.361;7.81;5000.0;3.5;0.00;222;;;;11.637355;0.013718;18;2.849043e+01;NOT_AVAILABLE;215.69546884693;31.70833742020;131.81614593077;-5.74320802715;0;0;0;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999934;;;;;;;;;;;;;;;;;;;;;;;;;;;1223495248;122061326506266548;0.036899;1;0;8;171251753;1237670964308410578;0.024677;1;0;8;;;;;;;;;;;URAT1-509150204;0.046014;40;64175444;1;0;J085036.12+114318.0;0.046914;8;454307064;1;0;38472928;5188640;0.019025;1;0;8;N8X7000133;0.061154;8;620270177;1;0;;;;;;08503613+1143180;0.100336;8;328446281;1;0;;;;;;132.65056114329;11.72169261782;0.280865;0.216942;-0.3334
Gaia DR3 604911337227185920;132.83837961665;11.76464315134;1636148068921376768;604911337227185920;711340141;0.0205;0.0114;1.1748;0.0242;48.5971;11.931;-11.720;0.026;-2.232;0.019;-0.2336;-0.0204;-0.0999;-0.1026;0.1716;-0.0131;0.0543;0.2484;-0.1804;-0.1629;368;368;367;1;13.6741;1.6161e+03;0.151;3.4251e+01;31;0;1.572;;;;;;;;43;18;0.036460;45;9;0;8.559e-02;1.237e+01;0;0;1.548;;;;;;;;;0;353;269601.22785;5.55211e+01;4.85583e+03;12.110562;0.002764;37;1.49039e+05;9.27720e+01;1.60651e+03;12.405289;0.002871;33;1.72693e+05;6.35412e+01;2.71781e+03;11.654709;0.003800;1.193;0;0;0;0;0;0.750580;0.294726;0.455853;33.77;0.77;1;22;9;13;3.2741e+01;2.1655e-02;0.354203;870.954;13.31;6250.0;4.0;0.00;222;;;;11.439178;0.019430;13;;NOT_AVAILABLE;215.74027636379;31.89334644753;131.98234751806;-5.65195119104;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999826;5951.7;5940.8;5965.4;3.6668;3.6615;3.6722;-0.3872;-0.3988;-0.3757;891.3464;884.1434;900.2959;0.0190;0.0132;0.0264;0.0161;0.0111;0.0224;0.0087;0.0060;0.0121;PHOENIX;;;;;;;;;;;171566577;1237671262272290983;0.040366;1;0;8;;;;;;;;;;;URAT1-509150407;0.051035;40;64316545;1;0;J085121.22+114553.0;0.355000;72;454558883;1;0;;;;;;;N8X7000823;0.572669;8;620553061;1;0;;;;;;08512122+1145526;0.106003;8;328571899;1;0;;;;;;132.83843282288;11.76465307017;0.413079;0.310631;-0.1570
Gaia DR3 604944086353518592;133.01371914602;11.96794278842;1636148068921376768;604944086353518592;1398202240;0.0162;0.0087;1.1461;0.0190;60.2392;11.295;-10.924;0.021;-2.873;0.015;-0.2524;-0.0706;-0.2258;0.1522;0.1139;0.1543;-0.1897;0.3672;-0.2356;-0.2671;404;0;403;1;-1.2116;3.6702e+02;0.000;0.0000e+00;31;0;1.564;;;;;;;;47;18;0.030476;50;11;0;5.313e-02;1.279e+01;1;0;0.957;2.841e-01;5.634e-01;2.533e-01;2.273e-01;-169.957;9.037;-52.072;-19.135;0;420;54220.10525;9.72480e+00;5.57545e+03;13.851966;0.002762;48;2.95688e+04;1.71526e+01;1.72386e+03;14.161459;0.002860;43;3.52847e+04;2.05512e+01;1.71691e+03;13.378931;0.003832;1.196;0;2;0;0;0;0.782528;0.309493;0.473035;31.70;2.80;2;22;10;11;9.3344e+00;;;902.688;;6000.0;4.0;0.00;222;;;;13.056161;0.049894;12;;NOT_AVAILABLE;215.60709889945;32.13422596300;132.09264251351;-5.40962342969;0;0;0;0;0;0;0;0;1;1;0;0.000000;0.000000;0.999772;5758.9;5756.0;5764.4;4.3098;4.3013;4.3181;-0.2931;-0.3003;-0.2843;815.2219;803.0700;827.5505;0.0023;0.0005;0.0061;0.0019;0.0004;0.0051;0.0010;0.0002;0.0028;MARCS;;;;;1229294107;122361330137342024;0.022351;1;0;40;173053644;1237671125370470538;0.099814;1;0;8;;;;;;;;;;;URAT1-510153433;0.057233;40;64990337;1;0;J085203.29+115804.5;0.066180;8;455746892;1;0;38579387;5189022;0.490403;1;0;8;N8X7000576;0.249804;8;621916135;1;0;;;;;;08520330+1158046;0.047110;8;329196942;1;0;;;;;;133.01376877575;11.96795555692;0.334435;0.242620;-0.2751
Gaia DR3 604942505805553920;133.06847490849;11.87779909186;1636148068921376768;604942505805553920;8275689;0.0144;0.0077;1.1977;0.0170;70.5907;15.861;5.081;0.018;-15.026;0.012;-0.2100;-0.0974;-0.2139;0.1506;0.1254;0.1495;-0.1662;0.3552;-0.2931;-0.1774;407;0;407;0;-3.1260;3.2152e+02;0.000;0.0000e+00;31;0;1.586;;;;;;;;47;18;0.025802;49;11;0;6.143e-02;7.241e+00;0;0;0.891;2.778e-01;5.491e-01;2.666e-01;2.850e-01;-172.882;7.397;-54.341;-18.965;0;421;73939.54407;1.60197e+01;4.61554e+03;13.515175;0.002765;47;4.18755e+04;2.61683e+01;1.60024e+03;13.783643;0.002871;45;4.61631e+04;1.82385e+01;2.53108e+03;13.087158;0.003804;1.191;0;1;0;0;0;0.696485;0.268468;0.428017;-11.28;2.84;2;26;5;13;1.1332e+01;;;934.096;;6000.0;4.5;-0.75;101;;;;12.876418;0.025341;22;;NOT_AVAILABLE;215.73025352557;32.14524717291;132.16911553788;-5.48173902882;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999914;6154.2;6141.6;6168.2;4.1774;4.1659;4.1892;-0.6205;-0.6325;-0.6097;806.6168;796.7233;816.3506;0.0815;0.0749;0.0887;0.0701;0.0644;0.0763;0.0380;0.0349;0.0414;MARCS;;;;;1227176329;122251330684573903;0.037039;1;0;8;172394398;1237671125370470602;0.085700;1;0;40;;;;;;;;;;;URAT1-510153489;0.059213;40;64689625;1;0;J085216.43+115240.1;0.023681;8;455219893;1;0;38540647;5189012;0.030285;1;0;8;N8X7000635;0.324598;8;621307936;1;0;;;;;;08521641+1152402;0.128321;8;328910697;1;0;;;;;;133.06845183161;11.87786587216;0.288134;0.198443;-0.1877
Gaia DR3 604943639676920448;133.03546270485;11.92790698269;1636148068921376768;604943639676920448;1537035487;0.0169;0.0091;1.2228;0.0201;60.8584;8.414;-6.194;0.022;5.695;0.015;-0.1885;-0.0348;-0.1434;0.1073;0.1403;0.1299;-0.1253;0.3589;-0.2573;-0.1751;423;325;420;3;2.4932;8.8686e+02;0.107;1.2683e+01;31;1;1.534;;;;;;;;49;18;0.030959;51;11;0;6.265e-02;9.421e+00;0;0;1.087;;;;;;;;;0;433;129907.94284;2.60169e+01;4.99322e+03;12.903277;0.002764;49;6.67881e+04;3.33202e+01;2.00443e+03;13.276794;0.002842;50;8.98142e+04;3.27956e+01;2.73861e+03;12.364533;0.003800;1.205;0;12;0;15;0;0.912261;0.373517;0.538744;0.67;1.20;2;30;4;17;2.2207e+01;;;934.096;;5250.0;3.5;0.00;222;;;;12.124466;0.028750;26;2.220916e+01;NOT_AVAILABLE;215.66054865977;32.13684164989;132.12416540086;-5.44234312028;0;0;0;1;1;1;0;0;1;1;0;0.000000;0.000000;0.999934;5589.3;5544.1;5614.1;3.7305;3.7072;3.7430;-0.3413;-0.3799;-0.3175;934.4489;925.2543;947.4994;0.1213;0.0965;0.1342;0.1004;0.0798;0.1110;0.0537;0.0427;0.0594;PHOENIX;;;;;1228355086;122311330354603976;0.008624;1;0;8;172760790;1237671125370470561;0.090339;1;0;8;;;;;;;;;;;URAT1-510153456;0.063078;40;64855573;1;0;J085208.51+115540.4;0.068412;8;455512443;1;0;38562113;5189018;0.133788;1;0;8;N8X7000593;0.289935;8;621643455;1;0;J085208.5+115540;0.117409;8;451707;1;08520851+1155404;0.131252;8;329069528;1;0;20120411_0850p11_130;0.117409;8;451595;1;133.03549084021;11.92788167149;0.347119;0.244852;-0.1831
Gaia DR3 604946972571361152;132.96436168969;11.96381320237;1636148068921376768;604946972571361152;1131774230;0.0324;0.0174;1.3315;0.0419;31.7463;11.329;-10.914;0.041;-3.037;0.030;-0.2389;-0.1145;-0.0798;0.1237;0.1157;0.1130;-0.0715;0.4797;-0.3126;-0.2701;447;438;445;2;34.5994;3.7911e+03;0.292;1.0891e+02;31;1;1.575;;;;;;;;51;18;0.061658;55;10;0;5.148e-02;1.499e+01;0;0;2.369;;;;;;;;;0;474;164481.39213;3.16086e+01;5.20369e+03;12.647075;0.002763;54;9.12242e+04;3.73082e+01;2.44515e+03;12.938267;0.002825;53;1.04763e+05;3.36647e+01;3.11195e+03;12.197376;0.003795;1.192;0;0;0;0;0;0.740891;0.291192;0.449698;36.00;1.48;2;25;5;14;2.2751e+01;;;902.362;;6250.0;4.0;0.00;222;;;;12.004390;0.023710;19;2.115312e+01;NOT_AVAILABLE;215.58774132752;32.08862269148;132.04710571588;-5.42675179809;0;0;0;1;1;1;0;0;1;1;0;0.000000;0.000000;0.999838;6083.9;6060.3;6110.7;4.2094;4.1756;4.2620;-0.2276;-0.2461;-0.2075;595.1805;546.2742;625.7558;0.1188;0.1059;0.1341;0.1014;0.0904;0.1145;0.0547;0.0487;0.0618;MARCS;;;;;1229196987;122351329643897070;0.066464;1;0;8;173023774;1237671125370405226;0.059215;1;0;8;;;;;;;;;;;URAT1-510153372;0.061364;40;64976242;1;0;J085151.45+115749.7;0.055111;8;455722736;1;0;38577620;5189048;0.075815;1;0;8;N8X7000579;0.363148;8;621887407;1;0;;;;;;08515145+1157497;0.017228;8;329183858;1;0;;;;;;132.96441127317;11.96382670092;0.665737;0.480399;-0.2784
Gaia DR3 604948346960902016;132.90855943664;12.02343419866;1636148068921376768;604948346960902016;1514599553;0.0141;0.0077;1.1851;0.0175;67.8810;11.642;-11.181;0.017;-3.243;0.013;-0.2790;-0.2420;-0.1245;0.1767;0.1087;0.1098;-0.0950;0.3567;-0.3480;-0.2513;452;416;449;3;1.1023;7.7936e+02;0.080;8.1381e+00;31;1;1.565;;;;;;;;51;18;0.025760;54;10;0;4.078e-02;1.485e+01;0;0;1.036;;;;;;;;;0;461;138290.54076;2.45167e+01;5.64067e+03;12.835385;0.002762;51;7.54153e+04;3.36279e+01;2.24264e+03;13.144894;0.002832;51;8.97085e+04;4.15502e+01;2.15904e+03;12.365811;0.003813;1.194;0;1;0;0;0;0.779082;0.309508;0.469574;32.98;1.38;2;25;5;15;1.9651e+01;;;902.362;;5750.0;4.5;-0.25;101;;;;12.153664;0.027412;19;;NOT_AVAILABLE;215.49692610167;32.06387300558;131.97804799038;-5.38423777085;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999853;5790.0;5776.0;5804.6;4.0703;4.0614;4.0833;-0.2837;-0.2976;-0.2685;794.3519;775.8702;806.9122;0.0213;0.0122;0.0303;0.0179;0.0103;0.0256;0.0097;0.0055;0.0138;MARCS;;;;;1230588489;122421329085878603;0.024106;1;0;8;173463296;1237671125370405162;0.084618;1;0;8;;;;;;;;;;;URAT1-511152233;0.058586;40;65179242;1;0;J085138.06+120124.3;0.051021;8;456071634;1;0;38603118;5189064;0.058490;1;0;8;N8X7000553;0.290119;8;622295107;1;0;;;;;;08513806+1201243;0.138493;8;329372764;1;0;;;;;;132.90861024416;12.02344861249;0.279924;0.214520;-0.2617
Gaia DR3 604948381320634880;132.91841386339;12.03062579657;1636148068921376768;604948381320634880;1280033952;0.0120;0.0065;1.2816;0.0153;83.7234;10.283;-10.186;0.015;1.416;0.011;-0.2890;-0.2124;-0.1117;0.1960;0.1136;0.1340;-0.1062;0.4205;-0.3460;-0.2751;452;452;452;0;-1.3168;6.4315e+02;0.052;4.1445e+00;31;1;1.584;;;;;;;;51;18;0.022764;54;9;0;4.591e-02;1.400e+01;0;0;0.956;;;;;;;;;0;476;187431.45865;3.56478e+01;5.25787e+03;12.505260;0.002763;50;1.05653e+05;5.47775e+01;1.92877e+03;12.778834;0.002846;49;1.17475e+05;4.91661e+01;2.38934e+03;12.073034;0.003807;1.190;0;1;0;1;0;0.705800;0.273574;0.432226;70.26;1.21;1;25;4;14;2.5006e+01;-5.8224e-01;0.513907;902.362;22.76;6000.0;4.0;-0.50;111;;;;11.880071;0.014582;21;2.449615e+01;NOT_AVAILABLE;215.49395054863;32.07563117083;131.98539856738;-5.37469542942;0;0;0;1;1;1;0;0;1;1;0;0.000000;0.000000;0.999874;6131.9;6123.8;6140.6;4.0142;4.0072;4.0213;-0.5287;-0.5370;-0.5206;768.0826;759.4140;777.1048;0.0877;0.0833;0.0925;0.0753;0.0715;0.0795;0.0408;0.0387;0.0431;MARCS;;;;;1230755773;122431329184477251;0.073093;1;0;8;173516174;1237671125370405160;0.081873;1;0;8;;;;;;;;;;;URAT1-511152245;0.061558;40;65203267;1;0;J085140.42+120150.2;0.030707;8;456113608;1;0;38606297;5189062;0.004833;1;0;8;N8X7000551;0.273278;8;622343837;1;0;;;;;;08514042+1201501;0.132108;8;329394963;1;0;;;;;;132.91846014907;12.03061950444;0.246252;0.180191;-0.2869
Gaia DR3 604948106442727424;132.93192974386;12.01528786712;1636148068921376768;604948106442727424;1037843318;0.0148;0.0080;1.4964;0.0188;79.4875;9.623;-9.179;0.018;-2.890;0.014;-0.3311;-0.3099;-0.1692;0.1300;0.0605;0.0450;-0.0176;0.4124;-0.3555;-0.3678;420;0;419;1;2.6850;4.9931e+02;0.043;1.6433e+00;31;0;1.559;;;;;;;;47;17;0.028432;51;8;0;4.247e-02;2.156e+01;0;0;1.094;3.757e-01;5.802e-01;2.026e-01;2.180e-01;-158.712;12.679;-47.382;-13.232;0;454;80101.45158;1.09765e+01;7.29756e+03;13.428266;0.002759;48;4.32584e+04;2.00715e+01;2.15522e+03;13.748365;0.002835;46;5.29180e+04;2.56328e+01;2.06446e+03;12.938887;0.003816;1.201;0;0;0;0;0;0.809479;0.320100;0.489379;39.86;4.51;2;25;2;14;1.4196e+01;;;902.362;;5750.0;4.5;-0.75;101;;;;12.676196;0.023356;23;;NOT_AVAILABLE;215.51690706522;32.08125625165;132.00236741809;-5.38585761015;0;0;0;0;0;0;0;0;1;1;0;0.000000;0.000000;0.999826;5643.4;5632.7;5656.0;4.2833;4.2762;4.2901;-0.7130;-0.7249;-0.6993;642.7905;635.2175;650.3421;0.0100;0.0031;0.0183;0.0084;0.0026;0.0154;0.0045;0.0014;0.0084;MARCS;;;;;1230399370;122411329319518817;0.021863;1;0;8;173402971;1237671125370405200;0.092679;1;0;40;;;;;;;;;;;URAT1-511152260;0.055966;40;65151562;1;0;J085143.66+120055.0;0.014613;8;456023863;1;0;38599609;5189060;0.056718;1;0;8;N8X7000559;0.388523;8;622238919;1;0;;;;;;08514366+1200549;0.158522;8;329346957;1;0;;;;;;132.93197145140;12.01530071230;0.298119;0.230801;-0.3724
Gaia DR3 604969168962427904;132.69307431468;11.90861761695;1636148068921376768;604969168962427904;370371665;0.0138;0.0078;1.1390;0.0163;69.7806;11.288;-10.934;0.017;-2.802;0.013;-0.3118;-0.2321;-0.0852;0.1697;0.1311;0.1354;-0.1455;0.2730;-0.1339;-0.2280;405;0;405;0;0.0286;4.0322e+02;0.000;0.0000e+00;31;0;1.557;;;;;;;;46;18;0.024380;48;9;0;5.676e-02;1.503e+01;0;0;1.000;3.234e-01;5.421e-01;1.790e-01;2.185e-01;-162.967;12.891;-48.063;-20.331;0;418;76674.92959;1.20645e+01;6.35542e+03;13.475734;0.002761;46;4.12381e+04;2.25579e+01;1.82810e+03;13.800296;0.002853;44;5.05808e+04;3.15894e+01;1.60119e+03;12.987932;0.003840;1.198;0;0;0;0;0;0.812364;0.324562;0.487802;29.46;2.94;2;18;8;10;1.0899e+01;;;870.880;;5750.0;4.5;-0.25;101;;;;12.734181;0.088893;10;;NOT_AVAILABLE;215.51626898045;31.82439182900;131.80555200840;-5.55197562884;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999762;5649.6;5647.4;5652.3;4.1967;4.1841;4.2053;-0.3031;-0.3104;-0.2962;814.7088;801.3925;834.5824;0.0013;0.0003;0.0036;0.0011;0.0002;0.0030;0.0006;0.0001;0.0017;MARCS;;;;;1227901053;122291326931350846;0.042453;1;0;40;172619349;1237671125370339417;0.078900;1;0;40;;;;;;;;;;;URAT1-510152927;0.045987;40;64791629;1;0;J085046.34+115431.0;0.035783;8;455399686;1;0;38553939;5189218;0.719083;1;0;8;N8X7000061;0.322257;8;621513178;1;0;;;;;;08504634+1154310;0.043719;8;329008416;1;0;;;;;;132.69312398081;11.90863007162;0.270524;0.205989;-0.2396
Gaia DR3 604972330058312448;132.78376461217;12.01846900655;1636148068921376768;604972330058312448;1143873645;0.0145;0.0078;1.1486;0.0170;67.4021;12.053;-11.668;0.018;-3.022;0.013;-0.2364;-0.2705;0.0063;0.1280;0.0828;0.0410;-0.0147;0.0781;-0.3035;-0.1102;378;0;377;1;-0.7057;3.5505e+02;0.000;0.0000e+00;31;0;1.566;;;;;;;;43;18;0.024810;44;8;0;8.741e-02;1.598e+01;0;0;0.973;3.922e-01;5.471e-01;2.511e-01;2.638e-01;-165.046;8.477;-52.236;-19.710;0;380;77826.04063;1.52240e+01;5.11206e+03;13.459555;0.002763;42;4.26097e+04;3.56804e+01;1.19421e+03;13.764770;0.002935;39;5.05029e+04;2.23474e+01;2.25990e+03;12.989604;0.003810;1.196;0;0;0;0;0;0.775166;0.305215;0.469951;31.90;2.29;2;22;5;13;1.3398e+01;;;851.451;;5750.0;4.5;-0.50;101;;;;12.745493;0.030258;19;;NOT_AVAILABLE;215.44227070966;31.95084708380;131.86141244476;-5.42218043634;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999697;5909.5;5883.1;5943.1;4.1575;4.1285;4.2001;-0.2983;-0.3187;-0.2690;756.7476;725.3455;778.7644;0.0926;0.0781;0.1120;0.0785;0.0661;0.0950;0.0423;0.0356;0.0512;MARCS;;;;;1230473234;122421327838072666;0.034435;1;0;40;173426632;1237671262809161825;0.012006;1;0;8;;;;;;;;;;;URAT1-511152126;0.049391;40;65162352;1;0;J085108.10+120106.4;0.037963;8;456042467;1;0;38600976;5189265;0.018730;1;0;8;N8X7000554;0.294831;8;622260791;1;0;;;;;;08510811+1201065;0.037321;8;329357168;1;0;;;;;;132.78381763093;12.01848243715;0.284669;0.214059;-0.1183
Gaia DR3 604969031523465728;132.73331198292;11.89775910217;1636148068921376768;604969031523465728;712436602;0.0142;0.0082;1.1848;0.0165;71.8817;11.458;-11.014;0.016;-3.159;0.013;-0.3183;-0.3115;-0.1393;0.1662;0.0762;0.1156;-0.1293;0.1970;-0.1504;-0.2726;386;0;384;2;-0.9475;3.5497e+02;0.000;0.0000e+00;31;0;1.574;;;;;;;;44;18;0.024159;46;10;0;6.631e-02;1.682e+01;0;0;0.965;3.308e-01;5.238e-01;1.488e-01;2.415e-01;-156.251;13.930;-41.862;-19.757;0;400;74823.38665;1.43181e+01;5.22581e+03;13.502274;0.002763;43;4.14923e+04;2.47940e+01;1.67348e+03;13.793623;0.002865;42;4.76886e+04;2.73989e+01;1.74053e+03;13.051858;0.003831;1.192;0;0;0;1;0;0.741765;0.291349;0.450416;34.67;2.91;2;24;3;15;1.1229e+01;;;902.362;;6250.0;4.0;0.00;222;;;;12.811326;0.030482;21;;NOT_AVAILABLE;215.54723917275;31.85563098793;131.84658624948;-5.55175382718;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999527;6115.5;6081.9;6125.2;4.2450;4.2067;4.2677;-0.3291;-0.3459;-0.3217;829.9827;801.5373;881.5887;0.0820;0.0651;0.0876;0.0699;0.0554;0.0747;0.0376;0.0298;0.0402;PHOENIX;;;;;1227645616;122271327333747751;0.031829;1;0;40;172539611;1237671125370339563;0.083376;1;0;40;;;;;;;;;;;URAT1-510152978;0.047166;40;64755756;1;0;J085056.00+115351.9;0.060777;8;455336203;1;0;38549207;5189215;0.060033;1;0;8;N8X7000065;0.221207;8;621440717;1;0;;;;;;08505600+1153520;0.025210;8;328974170;1;0;;;;;;132.73336200910;11.89777314110;0.262945;0.212502;-0.2826
